session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S015288,U0351,S016,2024-02-06,9,16.5,Tablet,4K
S015289,U0351,M184,2024-07-14,12,14.6,Mobile,SD
S015303,U0351,M083,2024-08-31,19,16.9,Smart TV,HD
S015360,U0352,M168,2024-07-10,27,19.8,Tablet,4K
S015391,U0353,M134,2024-07-24,17,13.1,Desktop,HD
S015454,U0355,M164,2024-08-01,15,11.5,Smart TV,HD
S015491,U0356,M096,2024-04-12,13,15.9,Desktop,4K
S015508,U0356,M036,2024-07-17,10,10.7,Smart TV,SD
S015516,U0357,M161,2024-05-21,14,14.1,Mobile,4K
S015539,U0357,S024,2024-08-07,8,18.1,Tablet,HD
S015561,U0358,S023,2024-03-19,8,20.9,Gaming Console,HD
S015587,U0359,S067,2024-03-25,6,10.1,Tablet,SD
S015636,U0359,M015,2024-04-26,28,16.1,Tablet,SD
S015640,U0359,M072,2024-02-17,20,16.0,Smart TV,SD
S015807,U0362,M045,2024-07-16,23,19.4,Mobile,HD
S015829,U0362,M136,2024-08-07,14,14.6,Mobile,HD
S015960,U0365,M165,2024-05-10,31,20.8,Smart TV,HD
S015976,U0365,S089,2024-03-17,7,18.5,Tablet,HD
S015979,U0365,M154,2024-06-21,15,18.8,Desktop,4K
S016033,U0367,M046,2024-01-21,25,17.2,Smart TV,4K
S016035,U0367,M055,2024-03-22,30,21.3,Smart TV,SD
S016039,U0367,M166,2024-03-16,22,14.3,Tablet,HD
S016047,U0367,M181,2024-05-29,23,18.5,Smart TV,4K
S016061,U0367,M069,2024-08-29,16,14.1,Smart TV,HD
S016062,U0367,M090,2024-07-27,13,16.1,Mobile,HD
S016163,U0370,M088,2024-04-30,29,19.9,Tablet,4K
S016170,U0370,M143,2024-06-12,23,15.2,Smart TV,HD
S016254,U0372,M094,2024-02-26,23,13.8,Tablet,HD
S016267,U0372,M196,2024-04-05,10,10.8,Smart TV,HD
S016287,U0372,M012,2024-08-07,15,15.2,Gaming Console,HD
S016374,U0373,S016,2024-08-02,6,12.1,Smart TV,HD
S016493,U0376,M195,2024-02-16,13,13.0,Tablet,4K
S016862,U0383,M138,2024-01-21,21,14.8,Tablet,SD
S017025,U0386,S048,2024-04-03,4,14.5,Mobile,HD
S017090,U0388,M012,2024-03-09,14,14.3,Desktop,HD
S017100,U0388,M053,2024-03-30,31,19.6,Mobile,HD
S017302,U0392,M160,2024-03-04,28,18.0,Smart TV,HD
S017309,U0392,M140,2024-02-25,14,13.1,Desktop,SD
S017351,U0392,M170,2024-06-25,25,20.3,Gaming Console,HD
S017470,U0395,M130,2024-03-30,23,16.9,Desktop,HD
S017475,U0395,S067,2024-03-26,12,20.5,Mobile,HD
S017495,U0395,S076,2024-07-23,8,17.1,Smart TV,HD
S017522,U0396,M108,2024-06-18,17,15.8,Tablet,SD
S017540,U0396,M037,2024-03-16,12,14.2,Tablet,SD
S017676,U0398,S048,2024-04-29,5,20.5,Gaming Console,HD
S017703,U0399,M101,2024-02-15,21,14.0,Mobile,SD
S017709,U0399,M130,2024-07-11,26,19.0,Gaming Console,HD
S017722,U0399,M012,2024-08-19,20,19.8,Smart TV,HD
S017727,U0400,M045,2024-03-28,14,11.5,Smart TV,4K
S017749,U0400,M072,2024-06-28,17,13.9,Smart TV,SD
S017764,U0400,M130,2024-07-08,28,20.5,Mobile,SD
S017901,U0403,M036,2024-02-09,12,12.6,Smart TV,4K
S018030,U0406,M130,2024-07-25,25,18.7,Mobile,4K
S018041,U0406,M185,2024-07-13,25,17.4,Tablet,4K
S018186,U0410,M115,2024-01-01,13,15.9,Smart TV,4K
S018189,U0410,S014,2024-02-18,9,15.5,Tablet,HD
S018228,U0411,M015,2024-04-03,37,21.3,Desktop,SD
S018240,U0411,M072,2024-07-24,16,13.1,Smart TV,SD
S018314,U0414,M039,2024-05-14,14,13.9,Mobile,HD
S018330,U0414,S056,2024-08-14,12,20.8,Gaming Console,HD
S018453,U0417,S029,2024-06-18,8,19.7,Smart TV,HD
S018470,U0418,M159,2024-05-30,20,21.6,Mobile,HD
S018478,U0418,M186,2024-07-31,24,16.0,Mobile,SD
S018482,U0419,M076,2024-06-01,31,18.9,Smart TV,HD
S018502,U0419,M016,2024-05-18,18,19.7,Tablet,HD
S018510,U0420,M154,2024-05-20,16,20.4,Desktop,SD
S018513,U0420,M108,2024-04-04,22,19.8,Tablet,HD
S018552,U0420,M135,2024-02-02,24,14.2,Mobile,SD
S018632,U0422,M146,2024-03-21,11,14.0,Smart TV,HD
S018736,U0424,M116,2024-07-05,29,21.3,Smart TV,HD
S018743,U0424,M122,2024-04-22,20,13.1,Tablet,4K
S018756,U0424,S047,2024-01-19,10,17.8,Mobile,HD
S018758,U0424,S062,2024-03-29,6,12.3,Mobile,HD
S018834,U0427,S058,2024-04-04,6,12.1,Desktop,HD
S018839,U0427,M098,2024-01-31,21,15.0,Gaming Console,HD
S018847,U0427,M013,2024-02-12,31,17.7,Desktop,HD
S018865,U0427,M158,2024-06-09,34,19.8,Tablet,4K
S018870,U0427,M053,2024-04-05,34,21.5,Desktop,HD
S018872,U0427,S013,2024-03-25,5,10.2,Tablet,SD
S018899,U0428,M159,2024-04-18,16,17.1,Smart TV,SD
S018906,U0428,M029,2024-07-11,22,18.0,Smart TV,HD
S018912,U0428,S088,2024-01-18,9,15.7,Smart TV,HD
S019140,U0433,M108,2024-01-15,14,12.5,Tablet,4K
S019148,U0433,M098,2024-04-17,18,12.7,Smart TV,HD
S019161,U0434,M101,2024-03-25,17,11.3,Mobile,SD
S019163,U0434,M169,2024-02-24,21,13.5,Mobile,HD
S019167,U0434,S018,2024-06-30,5,15.9,Smart TV,HD
S019169,U0434,S099,2024-04-02,6,16.1,Smart TV,SD
S019200,U0435,S089,2024-04-22,6,15.2,Smart TV,HD
S019231,U0435,M029,2024-05-29,25,21.0,Desktop,HD
S019287,U0437,S099,2024-03-11,4,12.2,Smart TV,4K
S019303,U0437,M185,2024-07-24,20,13.9,Smart TV,HD
S019334,U0438,M111,2024-03-01,19,19.7,Tablet,HD
S019344,U0438,S070,2024-03-03,11,21.4,Mobile,HD
S019354,U0439,M065,2024-08-21,13,13.6,Tablet,4K
S019357,U0439,M096,2024-03-08,11,13.3,Smart TV,HD
S019368,U0439,M070,2024-05-10,35,20.8,Mobile,SD
S019383,U0439,M083,2024-05-03,15,13.6,Desktop,SD
S019388,U0439,M185,2024-07-09,28,19.5,Smart TV,HD
S019397,U0439,S035,2024-08-23,8,17.5,Smart TV,HD
S019399,U0439,M171,2024-06-17,30,20.6,Desktop,4K
S019411,U0439,S041,2024-03-03,7,21.0,Mobile,HD
S019502,U0441,S053,2024-07-28,7,16.4,Smart TV,HD
S019506,U0442,M007,2024-07-10,20,15.0,Mobile,HD
S019557,U0443,S052,2024-08-24,11,21.2,Smart TV,4K
S019575,U0443,S036,2024-01-27,7,20.7,Mobile,SD
S019604,U0444,S088,2024-02-23,9,16.3,Desktop,HD
S019633,U0445,M171,2024-02-12,16,11.4,Tablet,4K
S019655,U0445,M044,2024-05-25,27,20.8,Smart TV,4K
S019668,U0446,M198,2024-03-15,12,13.3,Smart TV,HD
S019682,U0446,M156,2024-02-27,32,18.3,Gaming Console,HD
S019698,U0447,S068,2024-05-14,3,14.8,Mobile,SD
S019703,U0447,M161,2024-02-22,14,13.5,Smart TV,4K
S019752,U0448,M140,2024-06-24,13,12.3,Mobile,HD
S019753,U0448,M037,2024-05-14,19,21.7,Mobile,SD
S019754,U0448,M184,2024-01-10,11,14.2,Desktop,HD
S019771,U0448,M185,2024-06-24,15,10.7,Desktop,4K
S019799,U0450,M019,2024-03-10,16,19.9,Desktop,HD
S019834,U0450,M003,2024-06-19,20,19.9,Tablet,HD
S019836,U0450,M086,2024-07-18,19,14.9,Mobile,SD
S019851,U0450,M037,2024-07-20,19,21.4,Mobile,HD
S019865,U0451,M107,2024-07-07,14,15.9,Mobile,HD
S019870,U0451,S004,2024-06-25,9,16.5,Smart TV,4K
S019891,U0452,S022,2024-07-05,4,11.2,Smart TV,SD
S019893,U0452,M095,2024-06-19,21,16.6,Desktop,SD
S019899,U0452,M083,2024-03-29,19,16.7,Smart TV,SD
S019908,U0452,M113,2024-04-13,37,21.6,Desktop,HD
S019909,U0452,S095,2024-03-09,5,18.6,Smart TV,HD
S019911,U0452,M117,2024-01-10,17,10.5,Tablet,HD
S019951,U0453,S060,2024-04-19,6,15.8,Tablet,4K
S019952,U0453,M149,2024-02-05,16,14.1,Mobile,HD
S020152,U0457,S095,2024-04-01,3,10.5,Gaming Console,HD
S020191,U0457,S023,2024-04-22,7,17.3,Smart TV,4K
S020194,U0457,S036,2024-05-31,4,11.7,Desktop,SD
S020306,U0460,S061,2024-01-15,5,10.1,Smart TV,HD
S020332,U0461,M125,2024-02-06,18,11.5,Tablet,4K
S020343,U0461,M150,2024-03-25,23,19.4,Smart TV,4K
S020350,U0461,M049,2024-03-09,27,21.7,Smart TV,4K
S020354,U0461,S054,2024-07-13,11,21.5,Tablet,4K
S020357,U0461,M102,2024-06-06,19,13.0,Smart TV,SD
S020421,U0463,S060,2024-02-19,4,11.9,Desktop,4K
S020436,U0463,M102,2024-05-10,29,20.0,Tablet,HD
S020463,U0464,M113,2024-03-06,33,19.3,Mobile,HD
S020469,U0465,M078,2024-05-12,27,18.0,Tablet,HD
S020477,U0465,M152,2024-08-19,21,13.8,Tablet,4K
S020492,U0465,M087,2024-02-26,16,11.6,Gaming Console,HD
S020525,U0466,M032,2024-05-24,17,12.9,Mobile,HD
S020539,U0466,M105,2024-03-01,21,20.5,Gaming Console,4K
S020543,U0466,M007,2024-07-15,14,10.8,Desktop,SD
S020579,U0467,S089,2024-02-09,7,17.7,Mobile,HD
S020582,U0467,M092,2024-05-23,28,19.9,Smart TV,SD
S020614,U0468,M027,2024-05-03,26,21.1,Gaming Console,4K
S020664,U0469,M074,2024-05-16,21,15.0,Desktop,HD
S020675,U0469,M106,2024-03-22,18,20.1,Smart TV,HD
S020678,U0469,M156,2024-08-25,31,18.3,Mobile,HD
S020680,U0469,M099,2024-07-04,33,20.8,Smart TV,4K
S020686,U0469,M091,2024-03-22,23,19.2,Gaming Console,SD
S020697,U0470,S033,2024-03-26,4,14.5,Mobile,HD
S020738,U0470,S017,2024-02-25,7,20.0,Gaming Console,SD
S020751,U0470,M125,2024-02-22,34,21.1,Mobile,HD
S020907,U0474,M165,2024-08-09,21,14.0,Smart TV,HD
S020968,U0475,M108,2024-02-22,16,14.5,Desktop,HD
S020974,U0475,M072,2024-07-11,24,19.4,Mobile,HD
S020982,U0475,M168,2024-01-21,24,17.3,Mobile,HD
S020991,U0475,S067,2024-04-24,9,15.7,Desktop,SD
S021002,U0475,S021,2024-05-31,7,17.5,Desktop,HD
S021009,U0475,S053,2024-08-27,5,13.2,Smart TV,HD
S021013,U0475,S063,2024-03-08,8,16.9,Tablet,HD
S021015,U0476,M094,2024-04-03,21,12.3,Mobile,HD
S021051,U0476,M096,2024-07-24,16,19.2,Smart TV,HD
S021052,U0476,M165,2024-05-07,30,19.9,Desktop,HD
S021127,U0479,S041,2024-04-30,6,18.3,Mobile,HD
S021129,U0479,M151,2024-02-23,30,20.6,Desktop,HD
S021131,U0479,S015,2024-05-10,6,20.7,Smart TV,HD
S021135,U0479,S066,2024-06-11,5,14.7,Mobile,4K
S021141,U0479,S043,2024-01-24,4,14.3,Mobile,HD
S021158,U0479,M040,2024-08-15,23,13.6,Smart TV,SD
S021159,U0479,S008,2024-01-30,5,20.2,Mobile,SD
S021160,U0479,M029,2024-05-17,15,12.6,Smart TV,HD
S021167,U0479,S015,2024-07-11,5,17.5,Mobile,4K
S021169,U0479,M128,2024-05-20,28,19.8,Tablet,SD
S021178,U0479,M078,2024-06-20,28,18.6,Tablet,4K
S021204,U0480,M102,2024-06-28,22,15.6,Mobile,SD
S021359,U0483,M130,2024-08-19,28,20.9,Smart TV,HD
S021365,U0483,M166,2024-05-14,31,20.4,Smart TV,4K
S021400,U0483,M158,2024-07-01,31,18.4,Mobile,HD
S021457,U0484,S091,2024-08-08,5,21.4,Smart TV,SD
S021565,U0487,S088,2024-06-03,6,11.5,Gaming Console,SD
S021587,U0487,M108,2024-07-08,21,19.2,Smart TV,4K
S021616,U0488,S041,2024-02-20,3,10.8,Tablet,HD
S021626,U0489,M084,2024-06-10,25,17.7,Mobile,SD
S021629,U0489,M152,2024-07-12,17,11.1,Smart TV,SD
S021756,U0491,M026,2024-01-08,31,19.2,Smart TV,HD
S021773,U0491,M045,2024-05-15,19,16.0,Mobile,HD
S021809,U0492,M138,2024-03-11,24,16.3,Desktop,SD
S021824,U0492,M093,2024-05-23,16,19.5,Smart TV,HD
S021830,U0492,M098,2024-07-25,27,19.6,Tablet,4K
S021851,U0492,S075,2024-07-04,5,14.6,Mobile,HD
S021854,U0492,M148,2024-06-26,21,13.8,Mobile,HD
S021862,U0492,S046,2024-08-15,3,19.0,Smart TV,HD
S021878,U0493,M101,2024-03-11,32,21.2,Smart TV,HD
S021901,U0493,M081,2024-07-24,24,15.4,Smart TV,HD
S021915,U0494,M170,2024-01-04,17,14.1,Smart TV,4K
S021926,U0494,M170,2024-07-30,21,17.2,Desktop,4K
S021947,U0494,M134,2024-01-29,15,11.8,Mobile,HD
S021973,U0497,M163,2024-08-06,13,15.7,Smart TV,HD
S021974,U0497,S006,2024-06-06,4,15.1,Smart TV,HD
S021975,U0497,S043,2024-01-22,4,14.2,Mobile,SD
S021976,U0497,M028,2024-05-02,29,16.8,Smart TV,4K
S021980,U0497,M172,2024-05-05,25,17.7,Mobile,HD
S021985,U0498,M128,2024-05-28,25,17.7,Desktop,HD
S021990,U0498,M136,2024-02-15,18,18.3,Smart TV,4K
S021997,U0498,M046,2024-05-14,24,16.8,Tablet,HD
S022000,U0498,S097,2024-02-15,4,11.4,Smart TV,SD
S022016,U0498,M020,2024-01-01,16,15.2,Tablet,SD
S022023,U0498,M156,2024-02-15,21,12.1,Mobile,HD
S022036,U0499,S087,2024-02-04,8,14.7,Smart TV,4K
S022043,U0499,M172,2024-01-05,27,19.6,Tablet,SD
S022060,U0499,M125,2024-06-06,34,21.2,Smart TV,HD
S022062,U0499,M092,2024-03-04,31,21.7,Smart TV,HD
S022092,U0500,M150,2024-05-19,17,14.3,Desktop,4K
S022096,U0500,S097,2024-05-17,4,10.2,Smart TV,HD
S022108,U0500,S007,2024-03-21,7,12.3,Mobile,HD
S022124,U0500,M072,2024-04-05,19,15.8,Smart TV,HD
S022130,U0500,S088,2024-02-09,12,20.9,Mobile,HD
S022240,U0502,M070,2024-01-04,36,21.6,Tablet,HD
S022277,U0503,M140,2024-05-21,14,13.8,Desktop,SD
S022299,U0503,M187,2024-06-13,30,19.7,Desktop,SD
S022383,U0506,S081,2024-07-04,4,16.9,Smart TV,SD
S022393,U0506,S007,2024-03-29,8,14.4,Smart TV,4K
S022417,U0506,M015,2024-04-03,31,17.6,Smart TV,4K
S022532,U0509,M163,2024-04-10,14,16.8,Mobile,HD
S022540,U0509,S036,2024-01-12,4,11.8,Smart TV,4K
S022543,U0509,M171,2024-04-02,27,18.7,Mobile,4K
S022556,U0509,M117,2024-04-29,28,16.7,Smart TV,HD
S022568,U0509,M010,2024-01-11,27,15.9,Mobile,HD
S022589,U0510,M147,2024-07-02,19,21.0,Desktop,SD
S022597,U0510,S020,2024-02-04,7,21.0,Smart TV,HD
S022664,U0512,M002,2024-03-26,20,14.3,Tablet,HD
S022753,U0514,M004,2024-04-16,21,14.5,Smart TV,SD
S022763,U0514,M076,2024-05-05,28,17.5,Mobile,HD
S022769,U0514,S019,2024-07-01,6,17.2,Smart TV,HD
S022835,U0516,M065,2024-01-07,15,15.5,Desktop,SD
S022837,U0516,M166,2024-05-11,22,14.4,Desktop,4K
S022841,U0516,M100,2024-04-06,28,19.3,Mobile,HD
S022899,U0517,S020,2024-03-26,6,18.1,Desktop,HD
S022909,U0517,S019,2024-01-02,5,14.8,Tablet,SD
S022916,U0517,S017,2024-06-10,5,13.8,Smart TV,HD
S022923,U0517,M170,2024-03-07,26,20.9,Mobile,HD
S022928,U0517,S021,2024-01-19,5,11.1,Smart TV,HD
S022998,U0520,M088,2024-05-21,17,12.1,Tablet,HD
S023128,U0523,S029,2024-06-21,7,17.1,Gaming Console,SD
S023139,U0523,M117,2024-07-29,26,15.4,Mobile,HD
S023168,U0525,S053,2024-07-13,8,19.7,Desktop,HD
S023170,U0525,M013,2024-02-24,37,20.8,Mobile,HD
S023174,U0525,S096,2024-06-27,9,15.5,Mobile,SD
S023178,U0525,M148,2024-04-08,31,19.9,Mobile,SD
S023193,U0525,M164,2024-02-16,17,13.0,Gaming Console,4K
S023197,U0525,M019,2024-07-19,13,15.8,Mobile,4K
S023256,U0527,S009,2024-04-17,4,12.5,Gaming Console,4K
S023257,U0527,M049,2024-04-17,20,16.0,Tablet,4K
S023273,U0527,M084,2024-07-20,30,21.4,Desktop,HD
S023280,U0527,M121,2024-03-15,32,21.2,Desktop,HD
S023308,U0529,S055,2024-08-12,7,12.4,Mobile,4K
S023478,U0534,M134,2024-01-23,21,15.8,Smart TV,SD
S023490,U0535,S015,2024-02-28,4,13.6,Smart TV,HD
S023494,U0535,M106,2024-07-12,19,21.2,Desktop,SD
S023495,U0535,M044,2024-03-23,24,18.4,Desktop,SD
S023497,U0535,S065,2024-08-03,9,21.5,Smart TV,HD
S023519,U0535,M035,2024-05-08,17,15.6,Smart TV,4K
S023532,U0536,S055,2024-03-04,12,20.9,Tablet,HD
S023559,U0536,M104,2024-07-15,23,21.3,Desktop,4K
S023560,U0536,M155,2024-01-05,15,13.1,Smart TV,HD
S023722,U0539,S054,2024-03-27,6,12.2,Smart TV,HD
S023763,U0541,M049,2024-05-20,18,14.9,Tablet,SD
S023789,U0541,M184,2024-08-31,16,19.3,Desktop,SD
S023843,U0543,S087,2024-06-27,9,16.5,Mobile,HD
S023854,U0543,M151,2024-04-17,24,16.7,Smart TV,4K
S023984,U0545,S073,2024-06-09,10,20.3,Smart TV,HD
S023988,U0545,M161,2024-07-19,21,20.4,Tablet,4K
S024072,U0547,M155,2024-01-12,14,12.1,Mobile,HD
S024082,U0547,M078,2024-01-23,30,19.6,Desktop,4K
S024116,U0548,M105,2024-01-17,20,20.1,Desktop,HD
S024160,U0549,M140,2024-06-28,20,19.4,Smart TV,HD
S024222,U0551,S054,2024-04-27,9,17.7,Mobile,HD
S024290,U0553,M200,2024-03-16,17,14.4,Mobile,4K
S024301,U0553,M018,2024-07-25,9,11.4,Smart TV,SD
S024309,U0553,M163,2024-03-24,14,16.8,Smart TV,SD
S024424,U0557,M001,2024-04-03,37,20.8,Tablet,HD
S024445,U0557,M101,2024-06-05,15,10.0,Smart TV,HD
S024448,U0557,S020,2024-04-11,4,13.2,Mobile,4K
S024454,U0557,S045,2024-04-23,3,12.8,Mobile,SD
S024527,U0561,M184,2024-01-01,13,16.1,Mobile,4K
S024538,U0561,M002,2024-02-03,28,19.5,Tablet,SD
S024542,U0561,M001,2024-02-07,34,19.5,Tablet,SD
S024545,U0561,M057,2024-08-21,24,16.4,Smart TV,SD
S024579,U0561,M045,2024-04-03,26,21.7,Desktop,4K
S024642,U0563,M011,2024-04-10,16,20.6,Smart TV,HD
S024647,U0563,S028,2024-07-29,9,21.6,Smart TV,SD
S024721,U0566,M161,2024-04-15,16,15.9,Tablet,4K
S024732,U0566,M149,2024-05-15,23,19.6,Smart TV,SD
S024734,U0566,M084,2024-04-25,22,15.9,Mobile,HD
S024746,U0566,M073,2024-07-05,19,13.9,Mobile,HD
S024753,U0567,S055,2024-06-07,11,19.3,Smart TV,HD
S024792,U0567,S043,2024-04-25,4,13.9,Smart TV,4K
S024813,U0568,S028,2024-05-22,6,14.0,Smart TV,4K
S024815,U0568,M180,2024-05-15,35,21.7,Smart TV,4K
S024864,U0568,S019,2024-02-21,7,19.1,Tablet,4K
S025067,U0572,S016,2024-08-08,7,13.3,Smart TV,HD
S025069,U0572,M197,2024-08-21,17,10.9,Smart TV,HD
S025343,U0576,S079,2024-01-02,9,20.5,Smart TV,SD
S025344,U0576,M169,2024-04-09,27,17.6,Tablet,SD
S025349,U0576,S009,2024-08-22,6,18.4,Mobile,HD
S025355,U0576,M123,2024-01-09,12,10.3,Smart TV,4K
S025783,U0582,M146,2024-08-05,11,14.0,Mobile,SD
S025828,U0583,S058,2024-03-19,11,19.8,Desktop,HD
S025848,U0583,M037,2024-05-06,15,17.8,Tablet,HD
S025875,U0584,M062,2024-06-22,18,13.4,Mobile,HD
S025885,U0584,S007,2024-06-18,9,16.1,Mobile,4K
S025942,U0585,S024,2024-04-25,7,15.1,Mobile,SD
S025949,U0586,M053,2024-05-30,30,18.7,Smart TV,HD
S025970,U0586,M146,2024-01-30,8,11.1,Desktop,SD
S025973,U0586,M007,2024-04-10,23,17.3,Mobile,SD
S025981,U0587,M030,2024-01-07,29,20.5,Desktop,SD
S025997,U0587,S001,2024-07-24,5,11.9,Mobile,4K
S026002,U0588,M045,2024-02-23,16,13.1,Smart TV,4K
S026015,U0588,S080,2024-07-20,4,14.6,Mobile,HD
S026022,U0588,M084,2024-08-27,22,15.9,Smart TV,HD
S026112,U0590,M029,2024-08-25,26,21.1,Gaming Console,SD
S026119,U0590,M027,2024-01-12,16,12.8,Smart TV,HD
S026136,U0590,S046,2024-06-22,3,15.9,Mobile,SD
S026205,U0592,M138,2024-07-22,20,14.0,Tablet,4K
S026225,U0593,M135,2024-06-05,36,21.4,Smart TV,HD
S026235,U0593,M137,2024-04-18,23,18.6,Tablet,4K
S026240,U0593,M177,2024-06-21,31,19.0,Mobile,SD
S026292,U0595,M012,2024-02-15,12,12.2,Mobile,HD
S026314,U0595,S062,2024-08-08,9,17.7,Mobile,HD
S026388,U0596,M039,2024-01-11,17,17.2,Desktop,SD
S026391,U0596,M124,2024-03-31,22,14.9,Smart TV,4K
S026393,U0596,M163,2024-04-02,17,21.2,Tablet,HD
S026592,U0600,M029,2024-04-26,20,17.0,Smart TV,HD
S026606,U0600,M150,2024-03-06,16,13.4,Desktop,HD
S026685,U0603,M038,2024-07-30,19,12.4,Mobile,SD
S026686,U0603,M094,2024-05-29,24,14.0,Smart TV,SD
S027013,U0609,M148,2024-01-05,16,10.4,Tablet,4K
S027047,U0610,M186,2024-06-25,28,18.3,Smart TV,4K
S027065,U0610,S009,2024-05-08,5,15.2,Mobile,SD
S027078,U0610,M187,2024-03-12,28,18.0,Gaming Console,4K
S027126,U0611,S039,2024-03-11,9,19.2,Gaming Console,4K
S027162,U0612,M180,2024-02-20,24,14.6,Smart TV,4K
S027239,U0613,S007,2024-05-22,7,13.8,Desktop,HD
S027361,U0616,S039,2024-02-23,7,13.6,Desktop,4K
S027604,U0620,M124,2024-01-28,26,17.8,Mobile,SD
S027712,U0623,S077,2024-05-18,3,15.3,Mobile,HD
S027764,U0624,S066,2024-06-23,6,17.2,Tablet,4K
S027768,U0624,M033,2024-04-14,19,16.6,Smart TV,HD
S027792,U0624,S029,2024-01-30,4,11.8,Mobile,HD
S027807,U0625,S049,2024-04-13,6,17.6,Gaming Console,HD
S027808,U0625,S077,2024-04-26,3,16.9,Mobile,HD
S027811,U0625,M125,2024-08-05,24,15.1,Desktop,4K
S027910,U0628,M092,2024-02-21,15,10.9,Mobile,SD
S027954,U0629,S048,2024-04-11,4,14.7,Mobile,4K
S027958,U0630,M197,2024-08-22,26,16.6,Desktop,SD
S027961,U0630,M104,2024-06-07,18,16.9,Mobile,HD
S028100,U0632,M124,2024-07-01,24,16.2,Tablet,SD
S028544,U0642,M008,2024-01-05,29,19.1,Desktop,HD
S028552,U0642,M102,2024-04-29,25,17.7,Desktop,4K
S028584,U0644,M062,2024-05-29,22,16.3,Gaming Console,SD
S028601,U0644,S009,2024-01-15,7,20.7,Mobile,HD
S028619,U0645,S017,2024-08-05,3,10.3,Mobile,HD
S028718,U0647,M108,2024-07-07,21,19.2,Mobile,HD
S028810,U0649,M030,2024-03-11,22,15.6,Mobile,HD
S028823,U0649,M086,2024-05-10,24,19.1,Mobile,SD
S028830,U0649,S049,2024-08-19,6,17.0,Smart TV,HD
S028849,U0649,M172,2024-02-01,28,20.3,Smart TV,HD
S028850,U0649,M184,2024-03-09,15,18.1,Mobile,4K
S028852,U0649,S068,2024-07-22,2,11.2,Mobile,SD
S028891,U0651,M070,2024-08-16,33,19.7,Smart TV,HD
S028920,U0651,S097,2024-04-23,5,13.9,Mobile,SD
S028934,U0651,M114,2024-02-03,26,17.4,Smart TV,4K
S028945,U0652,M028,2024-07-09,27,15.6,Desktop,4K
S028953,U0652,M192,2024-04-23,14,10.5,Desktop,HD
S028964,U0652,M027,2024-01-21,27,21.6,Mobile,4K
S028966,U0652,M140,2024-06-15,18,16.9,Smart TV,HD
S028971,U0653,M088,2024-07-13,24,16.7,Desktop,4K
S029092,U0655,S035,2024-02-18,10,21.1,Smart TV,4K
S029094,U0655,S065,2024-07-05,6,14.4,Smart TV,HD
S029152,U0657,M074,2024-03-04,26,18.5,Mobile,HD
S029153,U0657,M096,2024-04-02,14,17.1,Mobile,HD
S029185,U0657,M019,2024-06-04,11,13.4,Smart TV,HD
S029226,U0659,M016,2024-05-02,10,11.1,Tablet,HD
S029235,U0659,M192,2024-05-28,22,16.0,Smart TV,HD
S029236,U0659,M105,2024-08-13,15,14.6,Mobile,4K
S029251,U0659,S081,2024-08-09,6,21.3,Tablet,SD
S029252,U0659,S015,2024-08-07,3,11.5,Mobile,HD
S029255,U0659,M186,2024-02-04,33,21.6,Desktop,HD
S029308,U0661,S100,2024-04-03,3,10.1,Gaming Console,HD
S029341,U0662,S045,2024-03-22,4,18.4,Smart TV,HD
S029351,U0662,S096,2024-07-31,11,19.4,Mobile,SD
S029352,U0662,M101,2024-06-21,29,19.4,Mobile,SD
S029400,U0664,M167,2024-04-25,26,18.6,Smart TV,4K
S029418,U0664,M173,2024-08-23,33,20.7,Tablet,4K
S029420,U0664,M004,2024-05-15,26,18.2,Smart TV,SD
S029435,U0665,S018,2024-03-12,5,14.7,Smart TV,HD
S029440,U0665,M092,2024-03-02,31,21.5,Smart TV,SD
S029459,U0665,S099,2024-08-15,6,17.3,Smart TV,HD
S029476,U0665,M090,2024-02-11,11,13.8,Mobile,HD
S029571,U0668,S076,2024-08-28,7,14.7,Smart TV,4K
S029609,U0669,M092,2024-01-05,25,17.4,Smart TV,4K
S029613,U0669,M105,2024-05-06,20,19.7,Tablet,4K
S029702,U0671,M006,2024-02-15,22,14.5,Mobile,HD
S029717,U0672,M065,2024-04-18,13,13.2,Mobile,4K
S029727,U0672,S007,2024-07-17,11,19.9,Smart TV,SD
S029800,U0674,S079,2024-02-26,7,15.6,Mobile,SD
S029820,U0674,M086,2024-01-01,15,11.9,Mobile,SD
S029872,U0675,M161,2024-04-26,15,14.3,Mobile,HD
S029887,U0675,S006,2024-04-22,3,12.7,Smart TV,SD
S029893,U0675,M170,2024-02-13,19,16.0,Desktop,SD
S029901,U0675,S018,2024-03-08,7,21.4,Mobile,SD
S029915,U0675,S035,2024-02-27,9,18.9,Mobile,HD
S030105,U0679,S013,2024-04-29,11,21.7,Smart TV,HD
S030121,U0680,M115,2024-07-05,17,21.6,Smart TV,4K
S030212,U0682,M170,2024-07-31,22,17.9,Gaming Console,4K
S030221,U0682,S039,2024-03-06,8,16.1,Tablet,4K
S030225,U0682,S094,2024-06-08,6,14.6,Desktop,SD
S030230,U0682,S055,2024-08-13,12,21.1,Mobile,HD
S030294,U0684,S001,2024-03-09,7,15.8,Smart TV,HD
S030299,U0684,S096,2024-03-09,9,16.2,Tablet,SD
S030300,U0684,M130,2024-05-23,19,14.2,Smart TV,HD
